Sl.Num,ProductName,nd,AgeGroup,Gender,Sentiment,,,,,,
1213,Wallets for Women with Multiple Card Slots,https://www.amazon.ae/dp/B08C4Y3RJS/ref=sspa_dk_detail_3?pd_rd_i=B08C4Y3RJS&pd_rd_w=2cVlQ&pf_rd_p=04addb3f-da90-4c6b-b289-735de7556435&pd_rd_wg=AlbLX&pf_rd_r=HHBG2RY6DBEJXMJ1Z7TK&pd_rd_r=33d40176-7467-462c-aebc-84456f04af8d&s=fashion&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyVE0zSkFTVDc5TVgxJmVuY3J5cHRlZElkPUEwMjYyNTcyMkxDSkdBMExMVUtJNiZlbmNyeXB0ZWRBZElkPUEwMzgyNzYyMUhLMEpMMVlFVllGRiZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU&th=1,"3,4,5",0,"3,4",,,,,,
1214,Tratsewmas Real Sheepskin Women Wallet,https://www.amazon.ae/Tratsewmas-Sheepskin-Genuine-Leather-Zippered/dp/B091YJ4D42/ref=pd_day0_2/260-9195779-8001206?pd_rd_w=TW1a2&pf_rd_p=f861b6a5-e68d-4c07-a6ab-92677b5d98e4&pf_rd_r=YA5AB6YDYCN4KJPK20YE&pd_rd_r=503c4add-9fd2-481b-a225-68699ab42ffe&pd_rd_wg=cM4kF&pd_rd_i=B091YJ4D42&psc=1,"3,4,5",0,"3,4",,,,,,
1215,STARHIDE Women RFID Blocking Soft Real Leather Long Flap Over Purse Multiple Credit,https://www.amazon.ae/STARHIDE-Blocking-Leather-Multiple-370/dp/B00TSPAHZQ/ref=pd_day0fbt_img_1/260-9195779-8001206?pd_rd_w=EN3FS&pf_rd_p=378a1612-9d61-40a8-b862-a25b26d7b7db&pf_rd_r=YMHR2N2GWC2ZBR9H02WQ&pd_rd_r=b4c277c8-fd8b-43ff-ac53-90e5c56d26d9&pd_rd_wg=vL7T4&pd_rd_i=B00TSPAHZQ&psc=1,"3,4,5",0,"3,4",,,,,,
1216,NICOLE & DORIS Women Handbag Soft PU Leather Hobo Shoulder bags,https://www.amazon.ae/dp/B08YN6N1WN/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B08YN6N1WN&pd_rd_w=ViyYp&pf_rd_p=04addb3f-da90-4c6b-b289-735de7556435&pd_rd_wg=E8PUV&pf_rd_r=Q49GQAKA1TF53SA4VQYS&pd_rd_r=6366c817-7c6a-44e4-9fd0-85b43b5b0614&s=fashion&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzT1BHNFpNWEdOSFA3JmVuY3J5cHRlZElkPUEwMDQ3MTU3SFVVRjlSR0QySkNZJmVuY3J5cHRlZEFkSWQ9QTAzNDE0NjAyTkhNNEZHWk82SFRVJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,"3,4,5",0,"3,4",,,,,,
1217,NICOLE & DORIS Women Handbags Ladies Shoulder Bag Fashion Crossbody Bag Elegant,https://www.amazon.ae/dp/B08Y576DQ8/ref=sspa_dk_detail_3?psc=1&pd_rd_i=B08Y576DQ8&pd_rd_w=c043k&pf_rd_p=04addb3f-da90-4c6b-b289-735de7556435&pd_rd_wg=6eslR&pf_rd_r=RCVH2WS6CKHE4YB1Z14N&pd_rd_r=4362c05c-cfa0-4c98-a156-84e2b9914623&s=fashion&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzVklaTVFRTUVXSElMJmVuY3J5cHRlZElkPUEwNzM4NjIwMllEQTRPTEc5UTQ2TyZlbmNyeXB0ZWRBZElkPUEwMTcxMzY2M1I2WU9ZQkdNU0FWTyZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,"3,4,5",0,"3,4",,,,,,
1218,NICOLE&DORIS Women Handbags Fashion Top,https://www.amazon.ae/NICOLE-DORIS-Handbags-Shoulder-Crossbody/dp/B08Y1LFSC2/ref=sr_1_2_sspa?c=ts&keywords=Women%27s+Handbags+%26+Shoulder+Bags&qid=1643737198&s=fashion&sr=1-2-spons&ts_id=11995891031&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExWUNLRE9IM0FWR0g2JmVuY3J5cHRlZElkPUEwOTAyMDExMzE3WTUzM1NYVFFLVyZlbmNyeXB0ZWRBZElkPUEwMTY5NTgyMVFWVERUMDBLSDJFVyZ3aWRnZXROYW1lPXNwX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,"3,4,5",0,"3,4",,,,,,
1219,Aldo Accessories Women's Jeriadda Crossbody Bag,https://www.amazon.ae/dp/B093QJKKCD/ref=sspa_dk_detail_0?psc=1p13NParams&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzUTdIMUZESFVTNDQ5JmVuY3J5cHRlZElkPUEwNDI1NjcyOUs1MkxVS1pJMU9YJmVuY3J5cHRlZEFkSWQ9QTA4MzYzNTYzRzJLMUdBRzNTU0E2JndpZGdldE5hbWU9c3BfZGV0YWlsMiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,"3,4,5",0,"3,4",,,,,,
1220,Aldo Accessories Women's Dussollier Crossbody Bag,https://www.amazon.ae/dp/B093QGB1HD/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B093QGB1HD&pd_rd_w=ZJcCs&pf_rd_p=04addb3f-da90-4c6b-b289-735de7556435&pd_rd_wg=8VrQ0&pf_rd_r=93NQ4P0S0WYMERK3M0K7&pd_rd_r=92abd5a7-b880-4f32-8077-28060119971d&s=fashion&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFBQ0MzRzRaWDVSODQmZW5jcnlwdGVkSWQ9QTAwODU1NTMyUkM1MFlPUzczVzkmZW5jcnlwdGVkQWRJZD1BMDgzNzc0ODNLOTlNR0RIMzBJRUQmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,"3,4,5",0,"3,4",,,,,,
1221,"Aldo Accessories Women's Virania Backpack Bag, Black",https://www.amazon.ae/dp/B093QGVXRJ/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B093QGVXRJ&pd_rd_w=ylJZw&pf_rd_p=04addb3f-da90-4c6b-b289-735de7556435&pd_rd_wg=unA4z&pf_rd_r=3GZHTCT6J95B5B9Y1H1Y&pd_rd_r=6c239b36-6f89-4ee6-9673-ac88b64b869b&s=fashion&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzTjBMWElBVE0yM1pRJmVuY3J5cHRlZElkPUEwMjQ4ODUySVVCSFozWjRSMkdNJmVuY3J5cHRlZEFkSWQ9QTA4Mzc1OTIyNDBDU0s4UEhUMlk1JndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,"3,4,5",0,"3,4",,,,,,
1222,Aldo Accessories Women's Agrieria Crossbody Bag,https://www.amazon.ae/dp/B093QF5ZGS/ref=sspa_dk_detail_4?psc=1&pd_rd_i=B093QF5ZGS&pd_rd_w=ZXFJQ&pf_rd_p=04addb3f-da90-4c6b-b289-735de7556435&pd_rd_wg=nIkQn&pf_rd_r=W6F1NMEN9A8AAZ3G01M4&pd_rd_r=07d6a2c6-e231-4fcc-b48c-cbab995a9348&s=fashion&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyM0g2UjFaU1k0R0NNJmVuY3J5cHRlZElkPUEwOTM2Njk2MkNUVU1SODNYOUJHVCZlbmNyeXB0ZWRBZElkPUEwODM4MDg0VFE0UFNWNFRRTlhVJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,"3,4,5",0,"3,4",,,,,,
1223,Aldo Accessories Women's Yurika Crossbody Bag,https://www.amazon.ae/dp/B093QJN2XH/ref=sspa_dk_detail_2?pd_rd_i=B093QJN2XH&pd_rd_w=lz0xd&pf_rd_p=04addb3f-da90-4c6b-b289-735de7556435&pd_rd_wg=9kbTJ&pf_rd_r=NSKW6WZDZK4F14074BG5&pd_rd_r=9b69e226-421c-48a3-bef1-b5db67c994f2&s=fashion&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySElCQ1Y3TzFORkFCJmVuY3J5cHRlZElkPUEwNDg5ODI5MUswSVM0NDFBRU1TNCZlbmNyeXB0ZWRBZElkPUEwODM2MzAwMUkyTkw1R1ZXQzdHWSZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU&th=1,"3,4,5",0,"3,4",,,,,,
1224,Aldo Accessories Women's Ramelli Crossbody Bag,https://www.amazon.ae/dp/B093QHT425/ref=sspa_dk_detail_3?psc=1&pd_rd_i=B093QHT425&pd_rd_w=0lGxF&pf_rd_p=04addb3f-da90-4c6b-b289-735de7556435&pd_rd_wg=3RytC&pf_rd_r=X0Z9AK6XZFN0GPGP8SKD&pd_rd_r=14dc171a-6583-47db-a109-4eaab6adf168&s=fashion&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExVDI0Qlc4UzJVNVpEJmVuY3J5cHRlZElkPUEwNTIxNTg1UjA4OFhNV1ZZSFBVJmVuY3J5cHRlZEFkSWQ9QTA4MzY5MTIyNkRIOFU4TExCUlJKJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,"3,4,5",0,"3,4",,,,,,
1225,Guess Perfume ,https://www.amazon.ae/Guess-Perfume-perfumes-women-Spray/dp/B01N3AL6P8/ref=pd_day0fbt_img_1/260-9195779-8001206?pd_rd_w=y8p4E&pf_rd_p=378a1612-9d61-40a8-b862-a25b26d7b7db&pf_rd_r=XZT77R1TP3CMGF55QPDE&pd_rd_r=2d037891-5b6c-47c7-a501-a8d4b396c73e&pd_rd_wg=44EW9&pd_rd_i=B01N3AL6P8&psc=1,"3,4,5",0,"3,4",,,,,,
1226,Aldo Accessories Women's Dustyne Crossbody Bag,https://www.amazon.ae/dp/B093QLYWWP/ref=sspa_dk_detail_3?psc=1&pd_rd_i=B093QLYWWP&pd_rd_w=OoIR7&pf_rd_p=04addb3f-da90-4c6b-b289-735de7556435&pd_rd_wg=PtpoX&pf_rd_r=N6HB0HNK5V1NEMMEKJJV&pd_rd_r=5538489c-38f4-4a47-88eb-59d67625e726&s=fashion&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExU0JRUlpZUFJOSURQJmVuY3J5cHRlZElkPUEwODcwNjIyNkpNME1LTVdEQlFKJmVuY3J5cHRlZEFkSWQ9QTA4NDMwNzY1WEFGTElLVkJON0omd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,"3,4,5",0,"3,4",,,,,,
1227,Aldo Accessories Women's Kaaydda Crossbody Bag,https://www.amazon.ae/dp/B093QFKQTT/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B093QFKQTT&pd_rd_w=vFnlm&pf_rd_p=04addb3f-da90-4c6b-b289-735de7556435&pd_rd_wg=IYTZF&pf_rd_r=DMC6M3NJPZS7GDBX8R5P&pd_rd_r=8697f129-6dbd-42ec-9e88-aa68a15b64d0&s=fashion&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyWjdQRkw5RkZGSjVZJmVuY3J5cHRlZElkPUEwNzcxMjc0M04yQTVCWEkyS1o5SCZlbmNyeXB0ZWRBZElkPUEwODM3OTI4TTRKQ1dETzdLSlhTJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,"3,4,5",0,"3,4",,,,,,
1228,Other Leather Bag For Women,https://www.amazon.ae/Other-Leather-Bag-Women-Black/dp/B07N7BX42R/ref=pd_day0fbt_img_1/260-9195779-8001206?pd_rd_w=Egcmi&pf_rd_p=378a1612-9d61-40a8-b862-a25b26d7b7db&pf_rd_r=R7TA65PPWA5RM0DFMZ5W&pd_rd_r=471ec33e-b459-42af-9998-7aecdf098cc8&pd_rd_wg=GJX78&pd_rd_i=B07N7BX42R&psc=1,"3,4,5",0,"3,4",,,,,,
1229,Women Tote Bag Handbags,https://www.amazon.ae/Women-Handbags-Shoulder-Purses-Leather/dp/B08H5TQZBW/ref=pd_day0fbt_img_2/260-9195779-8001206?pd_rd_w=Sb7vI&pf_rd_p=378a1612-9d61-40a8-b862-a25b26d7b7db&pf_rd_r=BVS836T02C3RA96GBDGV&pd_rd_r=4a774263-cd25-4404-98a4-635c4b0a9ce6&pd_rd_wg=czfhd&pd_rd_i=B08H5TQZBW&psc=1,"3,4,5",0,"3,4",,,,,,
1230,Black Fashion Women Lady Leather,https://www.amazon.ae/Fashion-Leather-Messenger-Crossbody-Shoulder/dp/B07N823NDM/ref=pd_day0_3/260-9195779-8001206?pd_rd_w=mTXNv&pf_rd_p=f861b6a5-e68d-4c07-a6ab-92677b5d98e4&pf_rd_r=GRVF2V4A2W7MX95XQ7TC&pd_rd_r=5fd9226e-5779-4433-bdf6-de3ff6ce7352&pd_rd_wg=a41Ij&pd_rd_i=B07N823NDM&psc=1,"3,4,5",0,"3,4",,,,,,
1231,Homarket 4 Pack Handbags for Women,https://www.amazon.ae/Homarket-Handbags-Fashion-Leather-Shoulder/dp/B09PJD82BX/ref=sr_1_9?c=ts&keywords=Women%27s%2BHandbags%2B%26%2BShoulder%2BBags&qid=1643737198&s=fashion&sr=1-9&ts_id=11995891031&th=1,"3,4,5",0,"3,4",,,,,,
1232,Rose Petals Pack of 1000 - Valentines Day Decorations,https://www.amazon.ae/Rose-Petals-Pack-1000-Decorations/dp/B08PFX7Y9Y/ref=sr_1_2_sspa?crid=32N7SCOUD649K&keywords=rose&qid=1643738067&sprefix=rose%2Caps%2C255&sr=8-2-spons&psc=1&smid=A308HYUFDRRFZM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySDNPOTFRR1VIU00yJmVuY3J5cHRlZElkPUEwODg5Mzg5MlpKMURTMVhaU0g3QyZlbmNyeXB0ZWRBZElkPUEwNTUwODIzM0sxQUpPNVNWWU5ZVCZ3aWRnZXROYW1lPXNwX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,"3,4,5",1,6,,,,,,
1233,Red Rose Petals,https://www.amazon.ae/Red-Rose-Petals-Decorations-Valentines/dp/B08PS9C9J8/ref=sr_1_3_sspa?crid=32N7SCOUD649K&keywords=rose&qid=1643738155&sprefix=rose%2Caps%2C255&sr=8-3-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSlZUSTFTTzJSRURDJmVuY3J5cHRlZElkPUEwNDY4NDE2MlkzV0dLVlhYQkFCSCZlbmNyeXB0ZWRBZElkPUEwNjczNDgzREdXSFFGWkExR0EyJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,"3,4,5",1,6,,,,,,
1234,Red White Pink Balloons Set,https://www.amazon.ae/dp/B083BXWPBK/ref=sspa_dk_detail_3?psc=1&pd_rd_i=B083BXWPBK&pd_rd_w=DOZdx&pf_rd_p=04addb3f-da90-4c6b-b289-735de7556435&pd_rd_wg=GcaVS&pf_rd_r=CM7FK8A6G4DP4FDGDBBC&pd_rd_r=4de50f75-5dab-40fc-bd26-17e016199202&s=toys&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExRkhOUTk3RzlUSEZSJmVuY3J5cHRlZElkPUEwNjI5MTIwMVVTUVFPNTJHNDRZNiZlbmNyeXB0ZWRBZElkPUEwMDcxODI1MlJJRzc0TzVaTFozNiZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,"3,4,5",1,6,,,,,,
1235,Teddy Bear Balloons Set,https://www.amazon.ae/dp/B08SB7FP4Z/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B08SB7FP4Z&pd_rd_w=sZ2ml&pf_rd_p=04addb3f-da90-4c6b-b289-735de7556435&pd_rd_wg=Ehb6X&pf_rd_r=X1352MBFBVV8YNXVBR9R&pd_rd_r=b4f473df-91fc-4699-8264-746f0719e2dc&s=toys&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyWkpPUU1MWk00SzlUJmVuY3J5cHRlZElkPUEwNTU0MzE1MVdQV0FDMENUMzRMRiZlbmNyeXB0ZWRBZElkPUEwMDE5OTI1MTJONFNEUlBLN0ZNUCZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,"3,4,5",1,6,,,,,,
1236,Red Paper Pompoms Kit ,https://www.amazon.ae/dp/B08RP7S2FR/ref=sspa_dk_detail_4?psc=1&pd_rd_i=B08RP7S2FR&pd_rd_w=Sy9AM&pf_rd_p=04addb3f-da90-4c6b-b289-735de7556435&pd_rd_wg=1rn5y&pf_rd_r=PEW5QD3QCGMYNES1292C&pd_rd_r=aa8dc9c8-b7ab-4255-b9ab-f3e9d4d96f10&s=toys&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFFV0FPOEhVSzA2U1YmZW5jcnlwdGVkSWQ9QTAwODYwNDQyQ1RPUDJKWkFNODJLJmVuY3J5cHRlZEFkSWQ9QTA2NzI5OTEyWTBKQU1ISUFXNVY1JndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,"3,4,5",1,6,,,,,,
1237,Rose Bear - Women Gifts for mom,https://www.amazon.ae/Rose-Bear-Girlfriend-Anniversarys-Birthdays/dp/B081NBPSB1/ref=sr_1_5?crid=32N7SCOUD649K&keywords=rose&qid=1643738155&sprefix=rose%2Caps%2C255&sr=8-5,"3,4,5",1,6,,,,,,
1238,"24K Gold Rose Flower Gift, Big Rose with Gift Box",https://www.amazon.ae/Other-Gold-Rose-Flower-Gift/dp/B07MWHDR9P/ref=pd_day0_3/260-9195779-8001206?pd_rd_w=digrq&pf_rd_p=f861b6a5-e68d-4c07-a6ab-92677b5d98e4&pf_rd_r=HVY6HR9Y7833AT6MK3WX&pd_rd_r=9cd107c3-9c17-4e52-8d1f-edd904cd3e57&pd_rd_wg=0KSld&pd_rd_i=B07MWHDR9P&psc=1,"3,4,5",1,6,,,,,,
1239,Real Roses That Last A Year - Black Velvet,https://www.amazon.ae/dp/B07T56JPG7/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B07T56JPG7&pd_rd_w=uoNv9&pf_rd_p=04addb3f-da90-4c6b-b289-735de7556435&pd_rd_wg=gNsJq&pf_rd_r=EMMR9053V2KSEJZHVEFR&pd_rd_r=c4d85a29-e750-4353-a608-3b0857cdd949&s=home&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzMzJUWU9UQUswVlRUJmVuY3J5cHRlZElkPUEwNzQ0NzU1MzVDWUdRQjlPVzdGJmVuY3J5cHRlZEFkSWQ9QTEwMjU0MDBXRVVTUEhFWThTSzgmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,"3,4,5",1,6,,,,,,
1240,A Real Rose That Lasts A Year - White Gold Solo with Swarovski Crystal,https://www.amazon.ae/Real-Rose-That-Lasts-Year/dp/B07YRQG6LQ/ref=pd_day0fbt_img_1/260-9195779-8001206?pd_rd_w=sBsEW&pf_rd_p=378a1612-9d61-40a8-b862-a25b26d7b7db&pf_rd_r=JMQNMCVT9VMAXFNNVTKE&pd_rd_r=765d7d7a-b0ef-4ee2-8d02-3a312bdbfb31&pd_rd_wg=gObuX&pd_rd_i=B07YRQG6LQ&psc=1,"3,4,5",1,6,,,,,,
1241,Bath and Body Gift Set,https://www.amazon.ae/Bath-Body-Gift-Set-Blossom/dp/B07QT7WLZN/ref=pd_day0fbt_img_1/260-9195779-8001206?pd_rd_w=kzMsV&pf_rd_p=378a1612-9d61-40a8-b862-a25b26d7b7db&pf_rd_r=70HNRGETAGMKPK4P4J83&pd_rd_r=88044ba7-7317-4154-b537-2a9a3fabe34c&pd_rd_wg=ZzE5T&pd_rd_i=B07QT7WLZN&psc=1,"3,4,5",1,6,,,,,,
1242,Forever Pink Rose Jewelry Gift Box,https://www.amazon.ae/Enchanted-Handmade-Preserved-Girlfriend-Valentines/dp/B07XGKWTBS/ref=pd_day0_5/260-9195779-8001206?pd_rd_w=wFKSL&pf_rd_p=f861b6a5-e68d-4c07-a6ab-92677b5d98e4&pf_rd_r=E8QH38M9DC3RR3PP08DD&pd_rd_r=92e637c5-041b-4a78-8ea0-2f9ae0b8551e&pd_rd_wg=adWU9&pd_rd_i=B07XGKWTBS&psc=1,"3,4,5",1,6,,,,,,
1243,Preserved Rose Flower Box,https://www.amazon.ae/Preserved-Flowers-Delivery-Birthday-Valentines/dp/B08PL21DWW/ref=pd_day0_4/260-9195779-8001206?pd_rd_w=axLYb&pf_rd_p=f861b6a5-e68d-4c07-a6ab-92677b5d98e4&pf_rd_r=MG4WP9NFWW9EFY2MQKGS&pd_rd_r=6e02df6a-14da-47fd-be5f-7916a5fe13d2&pd_rd_wg=Xey5y&pd_rd_i=B08PL21DWW&psc=1,"3,4,5",1,6,,,,,,
1244,"Preserved Eternal Real, Handmade Soap Rose Flower Box",https://www.amazon.ae/Preserved-Handmade-Girlfriend-Valentines-Anniversary/dp/B09DYTNCN1/ref=pd_sbs_4/260-9195779-8001206?pd_rd_w=udUdq&pf_rd_p=5ff23df0-9cb4-451f-a19a-9bce2539103e&pf_rd_r=36RT7ZT1SKR42JH2BW1J&pd_rd_r=eff364e3-2c12-4ca1-9f69-a923656e2a82&pd_rd_wg=sUsx3&pd_rd_i=B09DYTNCN1&psc=1,"3,4,5",1,6,,,,,,
1245,Handmade Preserved Rose Jewelry Box with Love You Necklace,https://www.amazon.ae/Preserved-Girlfriend-Anniversary-Valentines-Thanksgiving/dp/B0964WC6HC/ref=sr_1_8?crid=32N7SCOUD649K&keywords=rose&qid=1643738155&sprefix=rose%2Caps%2C255&sr=8-8,"3,4,5",1,6,,,,,,
1246,Moonmen Large-size Forever Rose Preserved Flower,https://www.amazon.ae/Moonmen-Large-size-Forever-Preserved-Eternal/dp/B08H8BLLWN/ref=pd_sbs_4/260-9195779-8001206?pd_rd_w=otZnF&pf_rd_p=5ff23df0-9cb4-451f-a19a-9bce2539103e&pf_rd_r=CH6W9N3F9JV1RFA7A19M&pd_rd_r=e07414c3-39d3-40c2-b530-b6c097100709&pd_rd_wg=XEYkM&pd_rd_i=B08H8BLLWN&psc=1,"3,4,5",1,6,,,,,,
1247,Handmade Preserved Red Rose Forever Never Withered Flowers,https://www.amazon.ae/Handmade-Preserved-Withered-Valentines-Anniversary/dp/B084BTB336/ref=pd_sbs_5/260-9195779-8001206?pd_rd_w=zKv1h&pf_rd_p=5ff23df0-9cb4-451f-a19a-9bce2539103e&pf_rd_r=DZ3R9BBK8EN7R7XQBN00&pd_rd_r=68846ffb-78dc-4937-b774-f72de70beb3f&pd_rd_wg=wNENF&pd_rd_i=B084BTB336&psc=1,"3,4,5",1,6,,,,,,
1248,Handmade Preserved Red Rose Forever Never Withered Flowers,https://www.amazon.ae/Handmade-Preserved-Withered-Valentines-Anniversary/dp/B084BQZBV3/ref=pd_day0fbt_img_2/260-9195779-8001206?pd_rd_w=guCqp&pf_rd_p=378a1612-9d61-40a8-b862-a25b26d7b7db&pf_rd_r=9BZ6T7GF68N1FAFC4D9S&pd_rd_r=b82dddbd-3076-425e-af2e-7657d7e4cd84&pd_rd_wg=ZxqTk&pd_rd_i=B084BQZBV3&psc=1,"3,4,5",1,6,,,,,,
1249,Moonmen Handmade Preserved Rose Forever Never Withered Flowers,https://www.amazon.ae/Moonmen-Handmade-Preserved-Valentines-Anniversary/dp/B08KM962RF/ref=pd_sbs_1/260-9195779-8001206?pd_rd_w=K7aVd&pf_rd_p=5ff23df0-9cb4-451f-a19a-9bce2539103e&pf_rd_r=H59GY8Z51HTNWDJ5N0MA&pd_rd_r=61c8eaed-2baa-4795-b656-7ba860c1b8fe&pd_rd_wg=NqfZ7&pd_rd_i=B08KM962RF&psc=1,"3,4,5",1,6,,,,,,
1250,Real Roses That Last A Year,https://www.amazon.ae/dp/B0871JB6MT/ref=sspa_dk_detail_4?psc=1&pd_rd_i=B0871JB6MT&pd_rd_w=AUBbP&pf_rd_p=04addb3f-da90-4c6b-b289-735de7556435&pd_rd_wg=LHIYU&pf_rd_r=DVZG5GM9BWAPA8J3BX2F&pd_rd_r=26f1cb98-70c0-4070-a839-cd695662bc2f&s=kitchen&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzMVo5S1lTOUJYV01aJmVuY3J5cHRlZElkPUEwOTkzODk4MUlYMDQxV0xNSUNWMSZlbmNyeXB0ZWRBZElkPUEwNzU1NDU4MUszQTQ5MjBPTEpTRiZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,"3,4,5",1,6,,,,,,
1251,Bath and Body Gift Basket For Women and Men,https://www.amazon.ae/Bath-Body-Gift-Basket-Women/dp/B07GBFT6Z3/ref=pd_sbs_4/260-9195779-8001206?pd_rd_w=vddW0&pf_rd_p=5ff23df0-9cb4-451f-a19a-9bce2539103e&pf_rd_r=EQANRWY83SNYN53ZD7M8&pd_rd_r=23a0c42a-e18c-412e-a918-119340857906&pd_rd_wg=vdkwN&pd_rd_i=B07GBFT6Z3&psc=1,"3,4,5","0,1",6,,,,,,
1252,Bath & Body Spa Gift Basket for Women,https://www.amazon.ae/Christmas-Mothers-Birthday-Vanilla-Shampoo/dp/B07ZGKYKXF/ref=pd_sbs_4/260-9195779-8001206?pd_rd_w=MQAxX&pf_rd_p=5ff23df0-9cb4-451f-a19a-9bce2539103e&pf_rd_r=X5EJ2K65GWR7N84DE6EQ&pd_rd_r=032d5817-2b5e-4f27-af19-445d99905a75&pd_rd_wg=YCH5X&pd_rd_i=B07ZGKYKXF&psc=1,"3,4,5",1,6,,,,,,
1253,Bath & Body Works INTO THE NIGHT Gift,https://www.amazon.ae/Bath-Body-Works-NIGHT-Combo/dp/B08FQZ97J2/ref=pd_sbs_5/260-9195779-8001206?pd_rd_w=2Bd4u&pf_rd_p=5ff23df0-9cb4-451f-a19a-9bce2539103e&pf_rd_r=E8523J5J9HFH54GW0DMK&pd_rd_r=eb2ca1ad-cd02-4228-9cd8-9cb95f26b562&pd_rd_wg=xPVzl&pd_rd_i=B08FQZ97J2&psc=1,"3,4,5",1,6,,,,,,
